BRIDGE | TRACE | 10:11:52 | 3.81 | Creating Bridge Instance
BRIDGE | DEBUG | 10:15:46 | 214.03 | Modifying Text: 14 days after   New Moon
BRIDGE | DEBUG | 10:15:46 | 214.03 | Mesh bounding box: Center: (2.112, -0.347, 1.912), Extents: (0.004, 0.048, 0.143)
BRIDGE | TRACE | 10:15:46 | 214.44 | handleStringMessage, message guid: 2fdc6447-ea72-4c2e-ad88-158c2f19b4e1
BRIDGE | DEBUG | 10:15:46 | 214.44 | Found Object to modify over transmission, object guid: 1d7aa3f1-c3fb-4c8d-92cc-585eba90084f
BRIDGE | TRACE | 10:15:46 | 214.44 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 10:15:46 | 214.44 | Position: (2.112, -0.785, 1.913), scale: (0.375, 0.375, 0.375), EulerAngles: (0.000, 91.691, 0.000)
BRIDGE | DEBUG | 10:15:46 | 214.44 | Modifying Text: Full Moon
BRIDGE | DEBUG | 10:15:47 | 214.44 | Mesh bounding box: Center: (2.112, -0.785, 1.913), Extents: (0.002, 0.014, 0.080)
BRIDGE | TRACE | 10:15:47 | 214.86 | handleStringMessage, message guid: 572b2dce-de59-4824-85d2-023ae7d7a0d5
BRIDGE | DEBUG | 10:15:47 | 214.86 | Found Object to modify over transmission, object guid: 0b70b97d-af00-42cb-a6ef-61c8f2ea5c50
BRIDGE | TRACE | 10:15:47 | 214.86 | modifyObject() : taskLabel
BRIDGE | DEBUG | 10:15:47 | 214.86 | Position: (0.143, 0.003, 2.972), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 1.691, 0.000)
BRIDGE | DEBUG | 10:15:47 | 214.86 | Modifying Text: Full Moon
BRIDGE | DEBUG | 10:15:47 | 214.86 | Mesh bounding box: Center: (0.143, 0.004, 2.972), Extents: (0.128, 0.023, 0.004)
BRIDGE | TRACE | 10:15:47 | 215.31 | handleStringMessage, message guid: 9be3f26a-4b4a-43f7-befb-dea3fc3fd1ca
BRIDGE | DEBUG | 10:15:47 | 215.31 | Found Object to modify over transmission, object guid: ca3623c1-530e-4b3c-be5c-d205442dd4f6
BRIDGE | TRACE | 10:15:47 | 215.31 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 10:15:47 | 215.31 | Position: (-0.157, 0.003, 2.981), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 181.691, 0.000)
BRIDGE | TRACE | 10:15:48 | 215.67 | handleStringMessage, message guid: 77fbdcc4-462a-41b3-b484-b5ba5a0b6963
BRIDGE | DEBUG | 10:15:48 | 215.67 | Found Object to modify over transmission, object guid: 29e4a51d-9349-4de1-9b93-bc8b8ca2f123
BRIDGE | TRACE | 10:15:48 | 215.67 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 10:15:48 | 215.67 | Position: (0.442, 0.003, 2.963), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 181.691, 0.000)
BRIDGE | TRACE | 10:15:48 | 216.04 | handleStringMessage, message guid: 7a0328ea-fc0b-4551-b5ee-d87657504983
BRIDGE | DEBUG | 10:15:48 | 216.04 | Found Object to modify over transmission, object guid: f080ad83-38e8-4403-a2e9-29c7523f2cef
BRIDGE | TRACE | 10:15:48 | 216.04 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 10:15:48 | 216.04 | Position: (0.198, -0.210, 0.183), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 181.691, 0.000)
AUDIOHANDLER | TRACE | 10:15:48 | 216.3 | Attempting to play local Audio: 
MEDIACATALOGUE | ERROR | 10:15:48 | 216.3 | Could not find audio in catalogue: , returning null
AUDIOHANDLER | TRACE | 10:15:48 | 216.3 | Attempting to play local Audio: 
MEDIACATALOGUE | ERROR | 10:15:48 | 216.3 | Could not find audio in catalogue: , returning null
BRIDGE | TRACE | 10:17:32 | 320.2 | handleStringMessage, message guid: 1bdd89a2-3b8c-43fc-b4fd-47ce2cd8fe2a
BRIDGE | DEBUG | 10:17:32 | 320.2 | Found Object to modify over transmission, object guid: 80d6f8a1-d335-4c74-860a-8ed940b456e2
BRIDGE | TRACE | 10:17:32 | 320.2 | initializeObject() : Sun
BRIDGE | DEBUG | 10:17:32 | 320.2 | Setting object Sun parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:32 | 320.2 | modifyObject() : Sun
BRIDGE | DEBUG | 10:17:32 | 320.2 | Position: (-37.454, -0.533, -8.500), scale: (5.000, 5.000, 5.000), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:32 | 320.2 | Mesh bounding box: Center: (-37.454, -0.533, -8.500), Extents: (3.007, 2.500, 3.007)
BRIDGE | TRACE | 10:17:32 | 320.38 | handleStringMessage, message guid: e34e9c6f-eb98-4266-9f19-8ce89f3a5fc2
BRIDGE | DEBUG | 10:17:32 | 320.38 | Found Object to modify over transmission, object guid: 8dee2293-c451-4232-93cf-297e61062489
BRIDGE | TRACE | 10:17:32 | 320.38 | initializeObject() : Earth
BRIDGE | DEBUG | 10:17:32 | 320.38 | Setting object Earth parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:32 | 320.38 | modifyObject() : Earth
BRIDGE | DEBUG | 10:17:32 | 320.38 | Position: (0.158, -0.533, 1.923), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:32 | 320.38 | Mesh bounding box: Center: (0.158, -0.533, 1.923), Extents: (0.301, 0.250, 0.301)
BRIDGE | TRACE | 10:17:33 | 320.56 | handleStringMessage, message guid: 4aee4cc5-325b-4313-bf24-d0c9e17097a4
BRIDGE | DEBUG | 10:17:33 | 320.56 | Found Object to modify over transmission, object guid: b21a6ea7-ba86-41e2-9999-d52e5f64b48a
BRIDGE | TRACE | 10:17:33 | 320.56 | initializeObject() : Moon
BRIDGE | DEBUG | 10:17:33 | 320.56 | Setting object Moon parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:33 | 320.56 | modifyObject() : Moon
BRIDGE | DEBUG | 10:17:33 | 320.56 | Position: (2.104, -0.533, 2.383), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:33 | 320.56 | Mesh bounding box: Center: (2.104, -0.533, 2.383), Extents: (0.150, 0.125, 0.150)
BRIDGE | TRACE | 10:17:33 | 320.72 | handleStringMessage, message guid: 72d09f43-2e7d-45f4-a7dd-ff4bc0161bf4
BRIDGE | DEBUG | 10:17:33 | 320.72 | Found Object to modify over transmission, object guid: 11464d12-ffdc-49b6-9c53-7f66c7b2867e
BRIDGE | TRACE | 10:17:33 | 320.72 | initializeObject() : moonLabelTop
BRIDGE | DEBUG | 10:17:33 | 320.72 | Setting object moonLabelTop parent to Moon
BRIDGE | TRACE | 10:17:33 | 320.72 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 10:17:33 | 320.72 | Position: (0.502, 0.467, 0.463), scale: (2.000, 2.000, 2.000), EulerAngles: (0.000, 76.737, 0.000)
BRIDGE | DEBUG | 10:17:33 | 320.72 | Modifying Text: 14 days after   New Moon
BRIDGE | DEBUG | 10:17:33 | 320.72 | Mesh bounding box: Center: (0.503, 0.469, 0.457), Extents: (0.132, 0.191, 0.559)
BRIDGE | TRACE | 10:17:33 | 320.88 | handleStringMessage, message guid: 1e1b8acf-d217-4324-af51-749ae82d2b01
BRIDGE | DEBUG | 10:17:33 | 320.88 | Found Object to modify over transmission, object guid: 44bab8e3-6b7d-4da1-a413-899776e604c5
BRIDGE | TRACE | 10:17:33 | 320.88 | initializeObject() : moonLabelBottom
BRIDGE | DEBUG | 10:17:33 | 320.88 | Setting object moonLabelBottom parent to Moon
BRIDGE | TRACE | 10:17:33 | 320.88 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 10:17:33 | 320.88 | Position: (0.502, -1.283, 0.463), scale: (1.500, 1.500, 1.500), EulerAngles: (0.000, 76.737, 0.000)
BRIDGE | DEBUG | 10:17:33 | 320.88 | Modifying Text: Full Moon
BRIDGE | DEBUG | 10:17:33 | 320.88 | Mesh bounding box: Center: (0.502, -1.282, 0.461), Extents: (0.074, 0.057, 0.313)
BRIDGE | TRACE | 10:17:33 | 321.05 | handleStringMessage, message guid: 2dd7e866-7b37-4695-98d6-597377860bee
BRIDGE | DEBUG | 10:17:33 | 321.05 | Found Object to modify over transmission, object guid: 3aa9006f-db29-438b-b098-b27551d053bf
BRIDGE | TRACE | 10:17:33 | 321.05 | initializeObject() : taskLabel
BRIDGE | DEBUG | 10:17:33 | 321.05 | Setting object taskLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:33 | 321.05 | modifyObject() : taskLabel
BRIDGE | DEBUG | 10:17:33 | 321.05 | Position: (-0.073, 0.067, 2.896), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:33 | 321.05 | Modifying Text: Introduction
BRIDGE | DEBUG | 10:17:33 | 321.05 | Mesh bounding box: Center: (-0.072, 0.068, 2.896), Extents: (0.150, 0.023, 0.035)
BRIDGE | TRACE | 10:17:33 | 321.21 | handleStringMessage, message guid: bcdf101a-bf09-4c4e-87e9-5ed72b8fb044
BRIDGE | DEBUG | 10:17:33 | 321.21 | Found Object to modify over transmission, object guid: e6584417-356c-47b8-a62c-aae3739381b9
BRIDGE | TRACE | 10:17:33 | 321.21 | initializeObject() : sectionLabel
BRIDGE | DEBUG | 10:17:33 | 321.21 | Setting object sectionLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:33 | 321.21 | modifyObject() : sectionLabel
BRIDGE | DEBUG | 10:17:33 | 321.21 | Position: (-0.073, 0.217, 2.896), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:33 | 321.21 | Modifying Text: The View from Earth
BRIDGE | DEBUG | 10:17:33 | 321.21 | Mesh bounding box: Center: (-0.074, 0.218, 2.896), Extents: (0.266, 0.023, 0.063)
BRIDGE | TRACE | 10:17:33 | 321.36 | handleStringMessage, message guid: 6e60d10e-eac1-49cf-b8a1-6e42ff137168
BRIDGE | DEBUG | 10:17:33 | 321.36 | Found Object to modify over transmission, object guid: 564a301c-f379-488a-a5b2-46d40fd4c534
BRIDGE | TRACE | 10:17:33 | 321.36 | initializeObject() : brbNextModule
BRIDGE | DEBUG | 10:17:33 | 321.36 | Setting object brbNextModule parent to sectionLabel
BRIDGE | TRACE | 10:17:33 | 321.36 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 10:17:33 | 321.36 | Position: (1.280, -0.533, 0.647), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:33 | 321.36 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:17:34 | 321.54 | handleStringMessage, message guid: 1aa1f89e-b30a-49f5-9239-be2e4ac8cf9f
BRIDGE | DEBUG | 10:17:34 | 321.54 | Found Object to modify over transmission, object guid: f3674605-c6df-415b-88ad-4b0273adbac5
BRIDGE | TRACE | 10:17:34 | 321.54 | initializeObject() : brbNextModuleLabel
BRIDGE | DEBUG | 10:17:34 | 321.54 | Setting object brbNextModuleLabel parent to brbNextModule
BRIDGE | TRACE | 10:17:34 | 321.54 | modifyObject() : brbNextModuleLabel
BRIDGE | DEBUG | 10:17:34 | 321.54 | Position: (0.378, -0.427, 0.472), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:34 | 321.54 | Modifying Text: Next  Module
BRIDGE | DEBUG | 10:17:34 | 321.54 | Mesh bounding box: Center: (0.369, -0.427, 0.470), Extents: (0.106, 0.000, 0.077)
BRIDGE | TRACE | 10:17:34 | 321.72 | handleStringMessage, message guid: bf3f2040-2827-4424-b8e4-218d3e6dcb93
BRIDGE | DEBUG | 10:17:34 | 321.72 | Found Object to modify over transmission, object guid: cd8bb9a3-469c-4d2f-8f78-4570c40bb12d
BRIDGE | TRACE | 10:17:34 | 321.72 | initializeObject() : brbPreviousModule
BRIDGE | DEBUG | 10:17:34 | 321.72 | Setting object brbPreviousModule parent to sectionLabel
BRIDGE | TRACE | 10:17:34 | 321.72 | modifyObject() : brbPreviousModule
BRIDGE | DEBUG | 10:17:34 | 321.72 | Position: (-0.277, -0.533, 0.279), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:34 | 321.72 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:17:34 | 321.88 | handleStringMessage, message guid: 2b6f277d-dd11-4937-92df-8049f4ab5979
BRIDGE | DEBUG | 10:17:34 | 321.88 | Found Object to modify over transmission, object guid: 6842a283-afd0-49de-b64c-0cc499985956
BRIDGE | TRACE | 10:17:34 | 321.88 | initializeObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 10:17:34 | 321.88 | Setting object brbPreviousModuleLabel parent to brbPreviousModule
BRIDGE | TRACE | 10:17:34 | 321.88 | modifyObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 10:17:34 | 321.88 | Position: (0.472, -0.533, 0.589), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:34 | 321.88 | Modifying Text: Previous   Module
BRIDGE | DEBUG | 10:17:34 | 321.88 | Mesh bounding box: Center: (0.471, -0.533, 0.588), Extents: (0.124, 0.000, 0.082)
BRIDGE | TRACE | 10:17:34 | 322.07 | handleStringMessage, message guid: 6e8d9e91-feb5-44bc-9108-d03f96766254
BRIDGE | DEBUG | 10:17:34 | 322.07 | Found Object to modify over transmission, object guid: b84bd763-1732-4d1e-a993-70fd3d47588a
BRIDGE | TRACE | 10:17:34 | 322.07 | initializeObject() : brbNextClip
BRIDGE | DEBUG | 10:17:34 | 322.07 | Setting object brbNextClip parent to taskLabel
BRIDGE | TRACE | 10:17:34 | 322.07 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 10:17:34 | 322.07 | Position: (0.988, -0.533, 0.578), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:34 | 322.07 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:17:34 | 322.24 | handleStringMessage, message guid: 172b51ec-8057-49ea-b569-642f87e13aa5
BRIDGE | DEBUG | 10:17:34 | 322.24 | Found Object to modify over transmission, object guid: d6dfb109-fe9d-47c9-8eb4-ba3938207e6d
BRIDGE | TRACE | 10:17:34 | 322.24 | initializeObject() : brbNextClipLabel
BRIDGE | DEBUG | 10:17:34 | 322.24 | Setting object brbNextClipLabel parent to brbNextClip
BRIDGE | TRACE | 10:17:34 | 322.24 | modifyObject() : brbNextClipLabel
BRIDGE | DEBUG | 10:17:34 | 322.24 | Position: (0.479, -0.533, 0.560), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:34 | 322.24 | Modifying Text: Next
BRIDGE | DEBUG | 10:17:34 | 322.24 | Mesh bounding box: Center: (0.476, -0.533, 0.560), Extents: (0.064, 0.000, 0.035)
BRIDGE | TRACE | 10:17:34 | 322.42 | handleStringMessage, message guid: 3257e912-32ad-4537-aa2a-1f726063e093
BRIDGE | DEBUG | 10:17:34 | 322.42 | Found Object to modify over transmission, object guid: efc111fc-8280-49a7-af5f-c071fa0044da
BRIDGE | TRACE | 10:17:34 | 322.42 | initializeObject() : brbPreviousClip
BRIDGE | DEBUG | 10:17:34 | 322.42 | Setting object brbPreviousClip parent to taskLabel
BRIDGE | TRACE | 10:17:34 | 322.42 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 10:17:34 | 322.42 | Position: (0.015, -0.533, 0.349), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:35 | 322.42 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:17:35 | 322.59 | handleStringMessage, message guid: 14e37c2d-852c-467f-9589-13b69a388226
BRIDGE | DEBUG | 10:17:35 | 322.59 | Found Object to modify over transmission, object guid: e1e9e503-4c17-4f08-bbb8-a2af1f4319d3
BRIDGE | TRACE | 10:17:35 | 322.59 | initializeObject() : brbPreviousClipLabel
BRIDGE | DEBUG | 10:17:35 | 322.59 | Setting object brbPreviousClipLabel parent to brbPreviousClip
BRIDGE | TRACE | 10:17:35 | 322.59 | modifyObject() : brbPreviousClipLabel
BRIDGE | DEBUG | 10:17:35 | 322.59 | Position: (0.479, -0.533, 0.560), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:35 | 322.59 | Modifying Text: Previous
BRIDGE | DEBUG | 10:17:35 | 322.59 | Mesh bounding box: Center: (0.477, -0.533, 0.559), Extents: (0.116, 0.000, 0.048)
BRIDGE | TRACE | 10:17:41 | 329.25 | handleStringMessage, message guid: 06339a4d-f94f-4577-a7c2-9edc88c9aca7
BRIDGE | DEBUG | 10:17:41 | 329.25 | Found Object to modify over transmission, object guid: 857de740-06c8-444f-9902-b0f994ff9f8d
BRIDGE | TRACE | 10:17:41 | 329.25 | initializeObject() : Sun
BRIDGE | DEBUG | 10:17:41 | 329.25 | Setting object Sun parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:41 | 329.25 | modifyObject() : Sun
BRIDGE | DEBUG | 10:17:41 | 329.25 | Position: (-37.454, -0.533, -8.500), scale: (5.000, 5.000, 5.000), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:41 | 329.25 | Mesh bounding box: Center: (-37.454, -0.533, -8.500), Extents: (3.007, 2.500, 3.007)
BRIDGE | TRACE | 10:17:41 | 329.41 | handleStringMessage, message guid: a4689014-90d6-4577-87e9-170fd7e5491d
BRIDGE | DEBUG | 10:17:41 | 329.41 | Found Object to modify over transmission, object guid: 7af189b0-f2d0-41cd-aaf8-9197abf67c02
BRIDGE | TRACE | 10:17:41 | 329.41 | initializeObject() : Earth
BRIDGE | DEBUG | 10:17:41 | 329.41 | Setting object Earth parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:41 | 329.41 | modifyObject() : Earth
BRIDGE | DEBUG | 10:17:41 | 329.41 | Position: (0.158, -0.533, 1.923), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:41 | 329.41 | Mesh bounding box: Center: (0.158, -0.533, 1.923), Extents: (0.301, 0.250, 0.301)
BRIDGE | TRACE | 10:17:42 | 329.69 | handleStringMessage, message guid: cb1caca4-6b7f-4252-a931-17c41e10c294
BRIDGE | DEBUG | 10:17:42 | 329.69 | Found Object to modify over transmission, object guid: ebf81efc-09b9-4b45-a9b6-d0018fcb6f48
BRIDGE | TRACE | 10:17:42 | 329.69 | initializeObject() : Moon
BRIDGE | DEBUG | 10:17:42 | 329.69 | Setting object Moon parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:42 | 329.69 | modifyObject() : Moon
BRIDGE | DEBUG | 10:17:42 | 329.69 | Position: (2.104, -0.533, 2.383), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:42 | 329.69 | Mesh bounding box: Center: (2.104, -0.533, 2.383), Extents: (0.150, 0.125, 0.150)
BRIDGE | TRACE | 10:17:42 | 329.69 | handleStringMessage, message guid: 4b8c2ff1-2ce7-4c1c-979a-29161c3131b0
BRIDGE | DEBUG | 10:17:42 | 329.69 | Found Object to modify over transmission, object guid: cc09f645-b612-45bf-91ef-af5f1f42eef8
BRIDGE | TRACE | 10:17:42 | 329.69 | initializeObject() : moonLabelTop
BRIDGE | DEBUG | 10:17:42 | 329.69 | Setting object moonLabelTop parent to Moon
BRIDGE | TRACE | 10:17:42 | 329.69 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 10:17:42 | 329.69 | Position: (0.502, 0.467, 0.463), scale: (2.000, 2.000, 2.000), EulerAngles: (0.000, 76.737, 0.000)
BRIDGE | DEBUG | 10:17:42 | 329.69 | Modifying Text: 14 days after   New Moon
BRIDGE | DEBUG | 10:17:42 | 329.69 | Mesh bounding box: Center: (0.503, 0.469, 0.457), Extents: (0.132, 0.191, 0.559)
BRIDGE | TRACE | 10:17:42 | 329.69 | handleStringMessage, message guid: ce90e903-f4c9-4c59-8090-27dfd1371868
BRIDGE | DEBUG | 10:17:42 | 329.69 | Found Object to modify over transmission, object guid: d31a1889-9dd0-4ba6-ab1f-094dd9d94a86
BRIDGE | TRACE | 10:17:42 | 329.69 | initializeObject() : moonLabelBottom
BRIDGE | DEBUG | 10:17:42 | 329.69 | Setting object moonLabelBottom parent to Moon
BRIDGE | TRACE | 10:17:42 | 329.69 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 10:17:42 | 329.69 | Position: (0.502, -1.283, 0.463), scale: (1.500, 1.500, 1.500), EulerAngles: (0.000, 76.737, 0.000)
BRIDGE | DEBUG | 10:17:42 | 329.69 | Modifying Text: Full Moon
BRIDGE | DEBUG | 10:17:42 | 329.69 | Mesh bounding box: Center: (0.502, -1.282, 0.461), Extents: (0.074, 0.057, 0.313)
BRIDGE | TRACE | 10:17:42 | 330.06 | handleStringMessage, message guid: 7951eb42-ed4d-4969-bdb5-204b6dba06cb
BRIDGE | DEBUG | 10:17:42 | 330.06 | Found Object to modify over transmission, object guid: ad2348a5-829d-46fc-b022-d392a777dd5a
BRIDGE | TRACE | 10:17:42 | 330.06 | initializeObject() : taskLabel
BRIDGE | DEBUG | 10:17:42 | 330.06 | Setting object taskLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:42 | 330.06 | modifyObject() : taskLabel
BRIDGE | DEBUG | 10:17:42 | 330.06 | Position: (-0.073, 0.067, 2.896), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:42 | 330.06 | Modifying Text: Introduction
BRIDGE | DEBUG | 10:17:42 | 330.06 | Mesh bounding box: Center: (-0.072, 0.068, 2.896), Extents: (0.150, 0.023, 0.035)
BRIDGE | TRACE | 10:17:42 | 330.24 | handleStringMessage, message guid: 7de722a8-7109-4942-bbef-e13fa1aad805
BRIDGE | DEBUG | 10:17:42 | 330.24 | Found Object to modify over transmission, object guid: 999d416a-17e3-4d98-94d3-49d4c75e9e44
BRIDGE | TRACE | 10:17:42 | 330.24 | initializeObject() : sectionLabel
BRIDGE | DEBUG | 10:17:42 | 330.24 | Setting object sectionLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:17:42 | 330.24 | modifyObject() : sectionLabel
BRIDGE | DEBUG | 10:17:42 | 330.24 | Position: (-0.059, 0.175, 2.330), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:17:42 | 330.24 | Modifying Text: The View from the Moon
BRIDGE | DEBUG | 10:17:42 | 330.24 | Mesh bounding box: Center: (-0.060, 0.175, 2.330), Extents: (0.317, 0.023, 0.075)
BRIDGE | TRACE | 10:17:42 | 330.39 | handleStringMessage, message guid: 85fd194e-e422-4f89-a656-787c2abd7c33
BRIDGE | DEBUG | 10:17:42 | 330.39 | Found Object to modify over transmission, object guid: 65a6f260-c1df-4f30-8434-615bb7e80bdb
BRIDGE | TRACE | 10:17:42 | 330.39 | initializeObject() : brbNextModule
BRIDGE | DEBUG | 10:17:42 | 330.39 | Setting object brbNextModule parent to sectionLabel
BRIDGE | TRACE | 10:17:42 | 330.39 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 10:17:42 | 330.39 | Position: (1.280, -0.533, 0.647), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:43 | 330.39 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:17:43 | 330.55 | handleStringMessage, message guid: 3044a248-a81e-4e52-b226-4d39c40e7502
BRIDGE | DEBUG | 10:17:43 | 330.55 | Found Object to modify over transmission, object guid: 765e8902-09f6-4ffe-bb97-0deca1449c23
BRIDGE | TRACE | 10:17:43 | 330.55 | initializeObject() : brbNextModuleLabel
BRIDGE | DEBUG | 10:17:43 | 330.55 | Setting object brbNextModuleLabel parent to brbNextModule
BRIDGE | TRACE | 10:17:43 | 330.55 | modifyObject() : brbNextModuleLabel
BRIDGE | DEBUG | 10:17:43 | 330.55 | Position: (0.472, -0.533, 0.589), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:43 | 330.55 | Modifying Text: Next  Module
BRIDGE | DEBUG | 10:17:43 | 330.55 | Mesh bounding box: Center: (0.463, -0.533, 0.587), Extents: (0.106, 0.000, 0.077)
BRIDGE | TRACE | 10:17:43 | 330.73 | handleStringMessage, message guid: a0d6a1c3-f366-4a24-8c73-81099b49a088
BRIDGE | DEBUG | 10:17:43 | 330.73 | Found Object to modify over transmission, object guid: a06dabc9-0076-4de3-8b09-bc9ca32b6efe
BRIDGE | TRACE | 10:17:43 | 330.73 | initializeObject() : brbPreviousModule
BRIDGE | DEBUG | 10:17:43 | 330.73 | Setting object brbPreviousModule parent to sectionLabel
BRIDGE | TRACE | 10:17:43 | 330.73 | modifyObject() : brbPreviousModule
BRIDGE | DEBUG | 10:17:43 | 330.73 | Position: (-0.277, -0.533, 0.279), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:43 | 330.73 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:17:43 | 330.9 | handleStringMessage, message guid: 89e792b9-1f2a-4465-ac29-f59b857cf592
BRIDGE | DEBUG | 10:17:43 | 330.9 | Found Object to modify over transmission, object guid: caba664b-676f-4968-9e38-8649f5e9936d
BRIDGE | TRACE | 10:17:43 | 330.9 | initializeObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 10:17:43 | 330.9 | Setting object brbPreviousModuleLabel parent to brbPreviousModule
BRIDGE | TRACE | 10:17:43 | 330.9 | modifyObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 10:17:43 | 330.9 | Position: (0.472, -0.533, 0.589), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:43 | 330.9 | Modifying Text: Previous   Module
BRIDGE | DEBUG | 10:17:43 | 330.9 | Mesh bounding box: Center: (0.471, -0.533, 0.588), Extents: (0.124, 0.000, 0.082)
BRIDGE | TRACE | 10:17:43 | 331.07 | handleStringMessage, message guid: 22ddd1f2-db91-43bc-9e9b-1e4bb93e0e13
BRIDGE | DEBUG | 10:17:43 | 331.07 | Found Object to modify over transmission, object guid: 11e63405-8061-41cd-9688-f0616d55e281
BRIDGE | TRACE | 10:17:43 | 331.07 | initializeObject() : brbNextClip
BRIDGE | DEBUG | 10:17:43 | 331.07 | Setting object brbNextClip parent to taskLabel
BRIDGE | TRACE | 10:17:43 | 331.07 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 10:17:43 | 331.07 | Position: (0.988, -0.533, 0.578), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:17:43 | 331.07 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
